epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,15054.1,0.60517,0.43837,1.07574,0.9743,0.96922,0.98535,0.87675,0.55203,0.29579,1.05754,0.003004,0.003004,0.003004
108,15196.6,0.58931,0.42742,1.06874,0.97691,0.97227,0.98449,0.87883,0.54906,0.28827,1.05432,0.002938,0.002938,0.002938
109,15338,0.59788,0.42408,1.07012,0.97698,0.97451,0.9844,0.87612,0.54778,0.29059,1.05453,0.002872,0.002872,0.002872
110,15479.7,0.59456,0.42647,1.07095,0.9742,0.97182,0.9843,0.87661,0.54711,0.29266,1.05589,0.002806,0.002806,0.002806
111,15621.3,0.58752,0.42572,1.06804,0.9732,0.97322,0.98439,0.8757,0.55077,0.29159,1.06023,0.00274,0.00274,0.00274
112,15761.7,0.58774,0.42723,1.06823,0.97556,0.97041,0.98467,0.87725,0.54746,0.28973,1.0558,0.002674,0.002674,0.002674
113,15902.8,0.58059,0.42156,1.06373,0.97652,0.96856,0.98493,0.87767,0.54547,0.28928,1.05215,0.002608,0.002608,0.002608
114,16043.5,0.57039,0.41402,1.06001,0.97819,0.96803,0.98519,0.87882,0.54418,0.28634,1.05028,0.002542,0.002542,0.002542
115,16185.1,0.56798,0.40993,1.05735,0.97614,0.97362,0.98526,0.87858,0.54295,0.28558,1.05023,0.002476,0.002476,0.002476
116,16324.9,0.56672,0.40612,1.05442,0.97606,0.97181,0.98487,0.87843,0.54357,0.28678,1.05405,0.00241,0.00241,0.00241
117,16466.6,0.56925,0.40851,1.05565,0.97723,0.97649,0.98479,0.87772,0.54489,0.28677,1.05786,0.002344,0.002344,0.002344
118,16607.6,0.56641,0.40468,1.05628,0.9793,0.97493,0.98498,0.88187,0.543,0.28419,1.05657,0.002278,0.002278,0.002278
119,16749.1,0.56228,0.39979,1.05375,0.97709,0.97654,0.98517,0.88146,0.54139,0.27956,1.05536,0.002212,0.002212,0.002212
120,16876,0.55331,0.39684,1.04713,0.97882,0.97487,0.98514,0.88235,0.53679,0.2754,1.04922,0.002146,0.002146,0.002146
121,17001.3,0.55406,0.39069,1.04631,0.978,0.97506,0.98521,0.88134,0.53432,0.2757,1.05114,0.00208,0.00208,0.00208
122,17125.7,0.55645,0.39259,1.04542,0.9738,0.97753,0.98563,0.88096,0.53371,0.27555,1.05104,0.002014,0.002014,0.002014
123,17250.2,0.55079,0.39081,1.04727,0.97202,0.97621,0.98616,0.88212,0.53222,0.27854,1.04978,0.001948,0.001948,0.001948
124,17375.7,0.54646,0.38692,1.0453,0.97662,0.96858,0.98592,0.88387,0.53044,0.27783,1.04888,0.001882,0.001882,0.001882
125,17499.8,0.54228,0.38337,1.04118,0.97789,0.96991,0.98636,0.88383,0.52972,0.27906,1.04685,0.001816,0.001816,0.001816
126,17624.6,0.54413,0.38827,1.04296,0.97571,0.97052,0.98592,0.88455,0.52637,0.27869,1.04436,0.00175,0.00175,0.00175
127,17749,0.53818,0.37959,1.03946,0.97275,0.97298,0.98602,0.88464,0.52389,0.27553,1.04336,0.001684,0.001684,0.001684
128,17873.8,0.53801,0.38551,1.04078,0.97295,0.97345,0.98605,0.88635,0.5237,0.27553,1.04334,0.001618,0.001618,0.001618
129,17999.2,0.53491,0.37865,1.03723,0.9756,0.97099,0.98453,0.88609,0.52361,0.27314,1.04458,0.001552,0.001552,0.001552
130,18123.6,0.52601,0.36908,1.03011,0.97806,0.96943,0.98491,0.88804,0.52205,0.27326,1.04286,0.001486,0.001486,0.001486
131,18248.1,0.53544,0.37931,1.04117,0.97848,0.97094,0.98511,0.89074,0.52155,0.27242,1.04327,0.00142,0.00142,0.00142
132,18373.2,0.52849,0.37346,1.03139,0.97663,0.97219,0.98466,0.88724,0.52356,0.27101,1.04684,0.001354,0.001354,0.001354
133,18497.9,0.51592,0.36303,1.0287,0.97794,0.97049,0.98461,0.88819,0.52212,0.27024,1.04467,0.001288,0.001288,0.001288
134,18622.9,0.51884,0.36326,1.02934,0.97871,0.96904,0.98466,0.88701,0.52215,0.26992,1.04486,0.001222,0.001222,0.001222
135,18749.7,0.5151,0.36203,1.02457,0.97873,0.96879,0.98488,0.88845,0.52172,0.26928,1.04497,0.001156,0.001156,0.001156
136,18882.5,0.51392,0.3591,1.0269,0.97929,0.9688,0.98416,0.89156,0.52246,0.27013,1.04632,0.00109,0.00109,0.00109
137,19008,0.51174,0.36554,1.02868,0.98032,0.96954,0.98477,0.88801,0.52233,0.26823,1.04589,0.001024,0.001024,0.001024
138,19133.1,0.50519,0.35831,1.02329,0.97868,0.97002,0.98496,0.88671,0.52164,0.26832,1.04568,0.000958,0.000958,0.000958
139,19257.7,0.50105,0.34926,1.01988,0.97892,0.97097,0.98492,0.88815,0.52113,0.26768,1.04589,0.000892,0.000892,0.000892
140,19382.3,0.50394,0.35256,1.02136,0.97911,0.96956,0.98492,0.89054,0.52082,0.26781,1.04703,0.000826,0.000826,0.000826
141,19500.4,0.37204,0.23669,0.93479,0.97829,0.96944,0.98465,0.88858,0.52003,0.2686,1.04622,0.00076,0.00076,0.00076
142,19618,0.36147,0.22687,0.92188,0.98103,0.96825,0.98457,0.8906,0.51862,0.26785,1.04473,0.000694,0.000694,0.000694
143,19736,0.35468,0.22272,0.91825,0.98097,0.96859,0.98486,0.89195,0.51678,0.26701,1.04377,0.000628,0.000628,0.000628
144,19854.2,0.34417,0.21613,0.91895,0.97894,0.96892,0.98338,0.8918,0.51502,0.26668,1.04232,0.000562,0.000562,0.000562
145,19972.5,0.33893,0.21228,0.91174,0.97968,0.97093,0.9832,0.89173,0.51416,0.26568,1.04254,0.000496,0.000496,0.000496
146,20090.5,0.33641,0.21113,0.90494,0.97895,0.97122,0.98313,0.89292,0.51169,0.26504,1.04047,0.00043,0.00043,0.00043
147,20210,0.33483,0.2086,0.9067,0.97911,0.97105,0.98311,0.89378,0.51035,0.26375,1.04013,0.000364,0.000364,0.000364
148,20326.4,0.33282,0.20606,0.90451,0.97914,0.9711,0.98309,0.89392,0.50888,0.26336,1.03981,0.000298,0.000298,0.000298
149,20451.4,0.33087,0.20551,0.90743,0.97936,0.97089,0.98306,0.89413,0.50818,0.2625,1.03966,0.000232,0.000232,0.000232
150,20583.7,0.32591,0.20547,0.90354,0.97937,0.97072,0.98297,0.89348,0.50844,0.26174,1.0422,0.000166,0.000166,0.000166
